EMP_NAME,EMP_AGE,MARITAL STATUS,EMP ID,COMPANY,COMPANY LOCATION,SPECIALIZATION,DESIGNATION_ID,PHONE NO,BANK BRANCH,EXPERIENCE,EDUCATION,VOTER_ID,PAN CARD,HOUSING,Loan,LOAN TYPE_ID,REWARD POINTS ,SAVINGS ACCOUNT NO.,CD ACC NO,FD ACC NO,OD ACC NO,CURRENT ACC NO,BALANCE,CREDIT CARD NO,DEBIT CARD NO,INTERNET BANKING,AVG BALANCE YEAR1,AVG BALANCE YEAR 2,AVG BALANCE YEAR 3,ADDRESS OF EMPLOYEES,ACCOUNT OPENING DATE,,
SOURAV SHARMA,26,divorced,6018,IGATE,Hyderbad,MySQL Server,1011,9123461977,Hyderbad,4,MTECH,IJP8252379,HYBRD7072U,yes,no,208,8524,10025000001591,NULL,NULL,NULL,1111010020030,"2,174",5658 2385 1258 1223,2824 9438 8752 1005,yes,73333,48879,502622,"H.No:56/W,derashar lane,ghatkopar",28-05-2009,,
PRATEEK JAIN,27,divorced,6019,IGATE,Hyderbad,MySQL Server,1011,9123461981,Hyderbad,5,MTECH,QSR985422,HYBRD7073V,yes,no,208,469,10025000001592,NULL,NULL,NULL,1111010020031,"63,969",4704 2395 1258 1322,2825 9438 8752 1005,yes,62552,102992,568633,"H.No:45/R,Aarey road,Sion(W)",18-01-2013,,
VIVEK NIGHOT,23,single,6020,IGATE,Hyderbad,MySQL Server,1011,9123461985,Hyderbad,0,MTECH,APL784520,HYBRD7074W,yes,yes,206,858,10025000001593,NULL,NULL,NULL,1111010020032,2,5659 2385 1258 1223,2826 9438 8752 1005,yes,118306,6818,451257,"H.No:14/O,L T road,Wadala(E)",21-05-2009,,
NIDHI THAKKAR,23,married,6021,IGATE,Hyderbad,MySQL Server,1011,9123461989,Hyderbad,1,MTECH,PLI9632593,HYBRD7075X,yes,no,208,7485,10025000001594,NULL,NULL,NULL,NULL,"4,471",5660 2385 1258 1223,2827 9438 8752 1005,yes,173632,299809,225104,"H.No:152/Q,Queens road,Chinchpokli",21-05-2009,,
PRIYA KUMAR,26,married,6022,IGATE,Hyderbad,MySQL Server,1011,9123461993,Hyderbad,2,MTECH,EFU589639,HYBRD7076Y,yes,no,208,896,10025000001595,NULL,NULL,NULL,NULL,"1,920",5661 2385 1258 1223,2828 9438 8752 1005,yes,194371,69963,111264,"H.No:43/H,standard mill compound,Wadala(W)",14-10-2012,,
SIDHART SREEKUMAR,28,married,6023,IGATE,Hyderbad,MySQL Server,1011,9123461997,Hyderbad,3,MTECH,IJP8252377,HYBRD7077Z,yes,no,208,8457,10025000001596,NULL,NULL,NULL,NULL,"1,903",5662 2385 1258 1223,2829 9438 8752 1005,yes,113783,285425,321693,"H.No:72/N,dargah road,mahalakshmi",25-05-2009,,
INDIRJIT SINGH,26,married,6024,IGATE,Hyderbad,MySQL Server,1011,9123462001,Hyderbad,4,MTECH,QSR985420,HYBRD7078A,yes,no,208,96,10025000001597,NULL,NULL,NULL,NULL,20439,4705 2395 1258 1322,2830 9438 8752 1005,yes,156461,67058,478301,"H.No:21/O,durdarshan road,Worli",01-06-2007,,
PRAVEEN PATIL,29,married,6025,IGATE,Hyderbad,MySQL Server,1011,9123462005,Hyderbad,5,MTECH,AMN45131,HYBRD7079B,yes,no,208,584,10025000001598,1112510020054,NULL,NULL,NULL,205344,5663 2385 1258 1223,2831 9438 8752 1005,yes,105909,277365,527465,"H.No:44/I,standard mill compound,Wadala(W)",26-05-2009,,
FULCHANDRA PATIL,25,married,6026,IGATE,Hyderbad,MySQL Server,1011,9123462009,Hyderbad,0,MTECH,QSZ126586,HYBRD7080D,no,no,208,9639,10025000001599,1112510020055,NULL,NULL,NULL,20451,5664 2385 1258 1223,2832 9438 8752 1005,yes,84108,227380,231007,"H.No:78/O,dargah road,mahalakshmi",03-04-2007,,
USHA GUPTA,26,married,6027,IGATE,Hyderbad,MySQL Server,1011,9123462013,Hyderbad,1,MTECH,PLI9632593,HYBRD7081E,yes,no,208,9858,10025000001600,1112510020056,NULL,NULL,NULL,20453,5665 2385 1258 1223,2833 9438 8752 1005,yes,133418,28944,27362,"H.No:25/P,durdarshan road,Worli",27-05-2009,,
FAISAL KHAN,28,married,6028,IGATE,Hyderbad,MySQL Server,1011,9123462017,Hyderbad,2,MTECH,APL784521,HYBRD7082F,yes,no,208,8574,10025000001601,1112510020057,NULL,NULL,NULL,20458,5666 2385 1258 1223,2834 9438 8752 1005,yes,182118,183356,481025,"H.No:46/A,derashar lane,ghatkopar",04-04-2011,,
JOHN DSOUZA,28,married,6029,IGATE,Hyderbad,MySQL Server,1011,9123462021,Hyderbad,3,MTECH,PLI9632594,HYBRD7083G,yes,no,208,658,10025000001602,1112510020058,NULL,NULL,NULL,20459,4706 2395 1258 1322,2835 9438 8752 1005,yes,181446,348656,375626,"H.No:27/Q,durdarshan road,Worli",28-05-2009,,
MADHUR PANDEY,27,married,6030,IGATE,Hyderbad,MySQL Server,1011,9123462025,Hyderbad,4,MTECH,EFU589640,HYBRD7084H,yes,no,208,5652,10025000001603,1112510020059,1114020020087,NULL,NULL,20460,5667 2385 1258 1223,2836 9438 8752 1005,yes,121297,124189,455211,"H.No:45/J,standard mill compound,Wadala(W)",14-07-2011,,
SANKALP KUMAR,28,married,6031,IGATE,Hyderbad,MySQL Server,1011,9123462029,Hyderbad,5,MTECH,IJP8252378,HYBRD7085I,yes,yes,204,624,10025000001604,1112510020060,1114020020088,NULL,NULL,20464,5668 2385 1258 1223,2837 9438 8752 1005,yes,59771,77150,511379,"H.No:214/K,gymkhana marg,Currey road",29-05-2009,,
ASHISH SHAH,22,married,6032,IGATE,Hyderbad,MySQL Server,1011,9123462033,Hyderbad,0,MTECH,QSR985421,HYBRD7086A,yes,no,208,6546,10025000001605,1112510020061,1114020020089,NULL,NULL,20466,5669 2385 1258 1223,2838 9438 8752 1005,yes,169148,362119,572667,"H.No:177/S,ganseh lane,lalbaug",12-04-2010,,
CALEB DANIEL,26,married,6065,IGATE,Hyderbad,MySQL Server,1011,9123462037,Hyderbad,1,MTECH,AMN45132,HYBRD7087I,yes,no,208,6524,10025000001606,1112510020062,1114020020090,NULL,NULL,20467,5670 2385 1258 1223,2839 9438 8752 1005,yes,50842,283015,265554,"H.No:275/E,furniture wala road,Worli",27-05-2009,,
NOEL KUJUR,25,married,6066,IGATE,Hyderbad,MySQL Server,1011,9123462041,Hyderbad,2,MTECH,QSZ126587,HYBRD7088K,yes,no,208,8585,10025000001607,1112510020063,1114020020091,NULL,NULL,20471,4707 2395 1258 1322,2840 9438 8752 1005,yes,99723,235101,418770,"H.No:22/U,savla street,matunga(W)",16-02-2012,,
BONNIE JAISWAL,28,divorced,6067,IGATE,Hyderbad,MySQL Server,1011,9123462045,Hyderbad,3,MTECH,PLI9632594,HYBRD7089M,yes,no,208,8952,10025000001608,1112510020064,1114020020092,NULL,NULL,20472,5671 2385 1258 1223,2841 9438 8752 1005,yes,132813,186788,550818,"H.No:64/O,92 feet road,ghatkopar(E)",28-05-2009,,
AJIT SINGH,29,married,6068,IGATE,Hyderbad,MySQL Server,1011,9123462049,Hyderbad,4,MTECH,APL784522,HYBRD7090N,yes,no,208,859,10025000001609,1112510020065,1114020020093,1111250000635,NULL,20474,5672 2385 1258 1223,2842 9438 8752 1005,yes,102225,108243,347086,"H.No:1/7E,Mall road,vidya vihar(E)",22-07-2013,,
GUNJAN SHARMA,31,single,6069,IGATE,Hyderbad,V&V,1011,9123462053,Hyderbad,5,MTECH,PLI9632595,HYBRD7091O,yes,no,208,9652,10025000001610,1112510020066,1114020020094,1111250000636,NULL,23865,5673 2385 1258 1223,2843 9438 8752 1005,yes,84159,88547,213644,"H.No:1/5P,nakshatra road,Dadar(E)",29-05-2009,,
PAWAN KALRA,26,single,6070,IGATE,Hyderbad,V&V,1011,9123462057,Hyderbad,0,MTECH,EFU589641,HYBRD7092P,yes,yes,205,6223,10025000001611,1112510020067,1114020020095,1111250000637,NULL,20476,5674 2385 1258 1223,2844 9438 8752 1005,yes,169404,238696,507722,"H.No:22/I,Rani baug,Byculla(E)",28-02-2006,,
DOLLY JASWANI,27,married,6071,IGATE,Hyderbad,V&V,1011,9123462061,Hyderbad,1,MTECH,IJP8252379,HYBRD7093Q,yes,no,208,9652,10025000001612,1112510020068,1114020020096,1111250000638,NULL,20480,4708 2395 1258 1322,2845 9438 8752 1005,yes,57643,228275,405072,"H.No:29/A,ferry wharf,mazgaon",30-05-2009,,
NEERAJ VASWANI,25,married,6072,IGATE,Hyderbad,V&V,1011,9123462065,Hyderbad,2,MTECH,QSR985422,HYBRD7094A,yes,no,208,955,10025000001613,1112510020069,1114020020097,1111250000639,NULL,20483,5675 2385 1258 1223,2846 9438 8752 1005,yes,136264,71717,314,"H.No:36/E,Porteguse church,Dadar(W)",30-03-2007,,
MUSHIR PATEL,29,divorced,6073,IGATE,Hyderbad,V&V,1011,9123462069,Hyderbad,3,MTECH,AMN45133,HYBRD7095J,yes,no,208,547,10025000001614,1112510020070,1114020020098,1111250000640,NULL,20484,5676 2385 1258 1223,2847 9438 8752 1005,yes,117351,156536,204195,"H.No:43/K,standard mill compound,Wadala(W)",31-05-2009,,
AKASH HANDA,26,married,6074,IGATE,Hyderbad,V&V,1011,9123462073,Hyderbad,4,MTECH,QSZ126588,HYBRD7096A,yes,no,208,8475,10025000001615,1112510020071,1114020020099,1111250000641,NULL,23595,5677 2385 1258 1223,2848 9438 8752 1005,yes,108062,118053,419604,"H.No:78/P,dargah road,mahalakshmi",20-02-2008,,
MANU SHARMA,31,single,6075,IGATE,Hyderbad,V&V,1011,9123462077,Hyderbad,5,MTECH,PLI9632595,HYBRD7097B,yes,no,208,485,10025000001616,1112510020072,1114020020100,1111250000642,NULL,20489,5678 2385 1258 1223,2849 9438 8752 1005,yes,139341,113199,199687,"H.No:25/A,Shinde wadi,Dadar(E)",01-06-2009,,
DHEERAJ BULANI,27,single,6076,IGATE,Hyderbad,V&V,1011,9123462081,Hyderbad,0,MTECH,APL784523,HYBRD7098C,yes,no,208,426,10025000001617,1112510020073,1114020020101,1111250000643,NULL,20490,4709 2395 1258 1322,2850 9438 8752 1005,yes,39231,249497,220065,"H.No:2/2B,Tata Hospital Road,Parel(E)",07-09-2012,,
KAREN MALHOTRA,26,single,6077,IGATE,Hyderbad,V&V,1011,9123462085,Hyderbad,1,MTECH,PLI9632596,HYBRD7099D,yes,no,208,153,10025000001618,1112510020074,1114020020102,1111250000644,NULL,20493,5679 2385 1258 1223,2851 9438 8752 1005,yes,107881,210749,385980,"H.No:17/M,Caters Road,Prabhadevi",02-06-2009,,
HIMANSHU MISHRA,28,single,6078,IGATE,Hyderbad,V&V,1011,9123462089,Hyderbad,2,MTECH,EFU589642,HYBRD7100E,yes,yes,206,625,10025000001619,1112510020075,1114020020103,1111250000645,NULL,20494,5680 2385 1258 1223,2852 9438 8752 1005,yes,36491,294247,487403,"H.No:1/4L,Dharavi road,Sion(W)",13-07-2012,,
VISHAL PHATAK,29,single,6079,IGATE,Hyderbad,V&V,1011,9123462093,Hyderbad,3,MTECH,IJP8252380,HYBRD7101F,yes,no,208,985,10025000001620,1112510020076,1114020020104,1111250000646,NULL,20499,5681 2385 1258 1223,2853 9438 8752 1005,yes,174895,143390,440476,"H.No:21/H,Chandvarkar road,Matunga(W)",03-06-2009,,
ABHIJEET MISHRA,28,single,6080,IGATE,Hyderbad,V&V,1011,9123462097,Hyderbad,4,MTECH,QSR985423,HYBRD7102G,yes,yes,205,528,10025000001621,1112510020077,1114020020105,1111250000647,NULL,23610,5682 2385 1258 1223,2854 9438 8752 1005,yes,39801,19637,48635,"H.No:1/2N,Napoo Road,Lalbaug",25-07-2010,,
JOSHUA KALE,30,married,6081,IGATE,Hyderbad,V&V,1011,9123462101,Hyderbad,5,MTECH,APL784521,HYBRD7103I,yes,no,208,9855,10025000001622,1112510020078,1114020020106,1111250000648,NULL,20506,4710 2395 1258 1322,2855 9438 8752 1005,yes,96521,224946,288813,"H.No:45/G,Bhulabhai desai road,wadala(E)",04-06-2009,,
ABHILASH PATIL,23,married,6082,IGATE,Hyderbad,V&V,1011,9123462105,Hyderbad,0,MTECH,PLI9632594,HYBRD7104J,yes,no,208,785,10025000001623,1112510020079,1114020020107,1111250000649,NULL,20509,5683 2385 1258 1223,2856 9438 8752 1005,yes,115507,259305,149309,"H.No:19/P,dargah road,mahalakshmi",21-05-2009,,
AJIT NAIR,26,divorced,6083,IGATE,Hyderbad,V&V,1011,9123462109,Hyderbad,1,MTECH,EFU589640,HYBRD7105K,yes,no,208,258,10025000001624,1112510020080,1114020020108,1111250000650,NULL,20510,5684 2385 1258 1223,2857 9438 8752 1005,yes,47974,303542,587555,"H.No:58/A,Moti shah lane,Dadar(W)i",16-03-2008,,
AADHEEDHAN,29,single,6084,IGATE,Hyderbad,V&V,1011,9123462113,Hyderbad,2,MTECH,IJP8252378,HYBRD7106H,yes,no,208,456,10025000001625,1112510020081,1114020020109,NULL,NULL,20511,5685 2385 1258 1223,2858 9438 8752 1005,yes,93745,372367,7374,"H.No:75/A,jame jamshed road,dadar(E)",02-06-2009,,
ABINAYA,27,married,6085,IGATE,Hyderbad,MySQL Server,1011,9123462117,Hyderbad,3,MTECH,QSR985421,HYBRD7107H,yes,no,208,987,10025000001626,1112510020082,1114020020110,NULL,NULL,20513,5686 2385 1258 1223,2859 9438 8752 1005,yes,113747,249545,107609,"H.No:21/L,Worlikar marg,Worli",26-04-2013,,
ARUN KUMAR,28,married,6086,IGATE,Hyderbad,MySQL Server,1011,9123462121,Hyderbad,4,MTECH,AMN45132,HYBRD7108K,yes,no,208,862,10025000001627,NULL,1114020020111,NULL,NULL,20517,4711 2395 1258 1322,2860 9438 8752 1005,yes,125082,394772,405998,"H.No:24/J,Amarsons garden,Prabhadevi",03-06-2009,,
ASHOK,28,married,6087,IGATE,Hyderbad,MySQL Server,1011,9123462125,Hyderbad,5,MTECH,QSZ126587,HYBRD7109H,yes,no,208,426,10025000001628,NULL,1114020020112,NULL,NULL,20518,5687 2385 1258 1223,2861 9438 8752 1005,yes,141729,302367,560837,"H.No:150/K,shivari road,Parel(E)",10-01-2006,,
BENISHA,22,divorced,6088,IGATE,Hyderbad,MySQL Server,1011,9123462129,Hyderbad,0,MTECH,PLI9632594,HYBRD7110F,yes,no,208,7854,10025000001629,NULL,1114020020113,NULL,NULL,20519,5688 2385 1258 1223,2862 9438 8752 1005,yes,1421,258302,446934,"H.No:22/K,cloves lane,masjid bunder(W)",12-04-2010,,
BHAGAT,25,married,6089,IGATE,Hyderbad,MySQL Server,1011,9123462133,Hyderbad,1,MTECH,APL784522,HYBRD7111P,yes,no,208,9856,10025000001630,NULL,1114020020114,NULL,NULL,23637,5689 2385 1258 1223,2863 9438 8752 1005,yes,80191,103211,411160,"H.No:1/6S,Lifestyle Road,Parel(W)",02-06-2009,,
CHAITANYA,26,married,6090,IGATE,Hyderbad,MySQL Server,1011,9123462137,Hyderbad,2,MTECH,PLI9632595,HYBRD7112F,yes,no,208,257,10025000001631,NULL,1114020020115,NULL,NULL,23638,5690 2385 1258 1223,2864 9438 8752 1005,yes,159581,140390,337764,"H.No:152/P,Queens road,Chinchpokli",29-06-2012,,
CHARU LATHA,29,single,6091,IGATE,Hyderbad,MySQL Server,1011,9123462141,Hyderbad,3,MTECH,EFU589641,HYBRD7113A,yes,no,208,4125,10025000001632,NULL,1114020020116,NULL,NULL,23639,4712 2395 1258 1322,2865 9438 8752 1005,yes,163057,19580,118317,"H.No:3/7S,M G road,Byculla(W)",03-06-2009,,
DEEPTHI,28,married,6092,IGATE,Hyderbad,MySQL Server,1011,9123462145,Hyderbad,4,MTECH,IJP8252379,HYBRD7114S,yes,no,208,6523,10025000001633,NULL,1114020020117,NULL,NULL,20523,5691 2385 1258 1223,2866 9438 8752 1005,yes,188314,291421,152079,"H.No:55/I,sion hospital lane,sion(E)",18-03-2012,,
DIVYA,29,married,6093,IGATE,Hyderbad,MySQL Server,1011,9123462149,Hyderbad,5,MTECH,QSR985422,HYBRD7115J,yes,no,208,5741,10025000001634,NULL,1114020020118,NULL,NULL,20524,5692 2385 1258 1223,2867 9438 8752 1005,yes,32967,342133,142145,"H.No:54/D,Dumping Road,worli",04-06-2009,,
ELAIMARAN,22,married,6094,IGATE,Hyderbad,MySQL Server,1011,9123462153,Hyderbad,0,MTECH,AMN45133,HYBRD7116K,yes,no,208,598,10025000001635,NULL,1114020020119,NULL,1111010020033,20529,5693 2385 1258 1223,2868 9438 8752 1005,yes,165455,392368,564785,"H.No:1/1C,Mill raod,kurla(E)",12-04-2010,,
ELAVENI,23,single,6033,IGATE,Hyderbad,MySQL Server,1011,9123462157,Hyderbad,1,MTECH,QSZ126588,HYBRD7117L,yes,no,208,785,10025000001636,NULL,1114020020120,NULL,1111010020034,20533,5694 2385 1258 1223,2869 9438 8752 1005,yes,131101,92539,25073,"H.No:19/G,chunabhati road,Kurla(W)",21-05-2009,,
FARINHA,26,married,6034,IGATE,Hyderbad,MySQL Server,1011,9123462161,Hyderbad,2,MTECH,PLI9632595,HYBRD7118P,yes,yes,205,9874,10025000001637,NULL,1114020020121,NULL,1111010020035,20551,4713 2395 1258 1322,2870 9438 8752 1005,yes,120336,347027,332158,"H.No:18/K,Classic road,Mazgaon",25-07-2006,,
MOHAMED FAIYAZ,28,divorced,6035,IGATE,Hyderbad,MySQL Server,1011,9123462165,Hyderbad,3,MTECH,APL784523,HYBRD7119O,yes,no,208,6545,10025000001638,NULL,1114020020122,NULL,1111010020036,20543,5695 2385 1258 1223,2871 9438 8752 1005,yes,42664,94302,79879,"H.No:15/C,Jain society,Sion(E)",03-06-2009,,
MOHAMED ISMAYIL,28,single,6036,IGATE,Hyderbad,MySQL Server,1011,9123462169,Hyderbad,4,MTECH,PLI9632596,HYBRD7120I,yes,no,208,2571,10025000001639,NULL,NULL,NULL,1111010020037,20544,5696 2385 1258 1223,2872 9438 8752 1005,yes,61987,126833,251134,"H.No:1/3G,catering college lane,Sandhurst road(E)",27-06-2009,,
NARENDRA,29,married,6037,IGATE,Hyderbad,MySQL Server,1011,9123462173,Hyderbad,5,MTECH,EFU589642,HYBRD7121U,yes,no,208,528,10025000001640,NULL,NULL,NULL,1111010020038,20546,5697 2385 1258 1223,2873 9438 8752 1005,yes,131282,141576,147785,"H.No:212/L,gymkhana marg,Currey road",04-06-2009,,
NAVASHREE,22,single,6038,IGATE,Hyderbad,MySQL Server,1011,7894563211,Hyderbad,0,MTECH,IJP8252380,HYBRD7122Y,yes,no,208,456,10025000001641,NULL,NULL,NULL,1111010020039,20550,5698 2385 1258 1223,2874 9438 8752 1005,yes,175788,277085,431816,"H.No:117/T,ganseh lane,lalbaug",12-04-2010,,
PANDIYAN RAJ,25,married,6039,IGATE,Hyderbad,MySQL Server,1011,7894563213,Hyderbad,1,MTECH,QSR985423,HYBRD7123T,yes,no,208,7895,10025000001642,NULL,NULL,NULL,1111010020040,20553,4714 2395 1258 1322,2875 9438 8752 1005,yes,118584,69548,193699,"H.No:297/F,furniture wala road,Worli",03-06-2009,,
PUSHPARAJ,24,married,6040,IGATE,Hyderbad,MySQL Server,1011,7894563215,Hyderbad,2,MTECH,AMN45134,HYBRD7124R,yes,no,208,8524,10025000001643,NULL,NULL,NULL,1111010020041,20575,5699 2385 1258 1223,2876 9438 8752 1005,yes,133782,251804,170345,"H.No:82/V,savla street,matunga(W)",17-01-2007,,
RAHUL SUNDAR,28,married,6041,IGATE,Hyderbad,MySQL Server,1011,7894563217,Hyderbad,3,MTECH,QSZ126589,HYBRD7125P,no,no,208,745,10025000001644,NULL,NULL,NULL,1111010020042,20556,5700 2385 1258 1223,2877 9438 8752 1005,yes,28058,276725,243797,"H.No:67/A,H.No:6/H,93 feet road,ghatkopar(E)",19-09-2008,,
REENA,29,divorced,6042,IGATE,Hyderbad,MySQL Server,1011,7894563219,Hyderbad,4,MTECH,PLI9632596,HYBRD7126O,no,no,208,854,10025000001645,NULL,NULL,NULL,1111010020043,20557,5701 2385 1258 1223,2878 9438 8752 1005,yes,33757,396741,505628,"H.No:13/F,Mall road,vidya vihar(E)",22-11-2012,,
RUTH PRIYA,31,married,6043,IGATE,Hyderbad,MySQL Server,1011,7894563221,Hyderbad,5,MTECH,APL784524,HYBRD7127I,yes,no,208,159,10025000001646,NULL,NULL,NULL,1111010020044,20560,5702 2385 1258 1223,2879 9438 8752 1005,yes,82123,176210,512339,"H.No:12/Q,nakshatra road,Dadar(E)",12-07-2006,,
SANTHOSH,26,single,6044,IGATE,Hyderbad,MySQL Server,1011,7894563223,Hyderbad,3,MTECH,PLI9632597,HYBRD7128U,yes,no,208,8627,10025000001647,NULL,NULL,NULL,1111010020045,23663,4715 2395 1258 1322,2880 9438 8752 1005,yes,155543,396825,5812,"H.No:21/J,Rani baug,Byculla(E)",18-06-2011,,
SARANYA,28,single,6045,IGATE,Hyderbad,MySQL Server,1011,7894563225,Hyderbad,4,MTECH,EFU589643,HYBRD7129Y,yes,no,208,456,10025000001648,NULL,NULL,NULL,1111010020046,20563,5703 2385 1258 1223,2881 9438 8752 1005,yes,49504,243971,124028,"H.No:26/B,ferry wharf,mazgaon",12-05-2008,,
SOUDAR,28,single,6046,IGATE,Hyderbad,iOS,1009,7894563227,Hyderbad,4,MTECH,IJP8252381,HYBRD7130H,yes,yes,205,8954,10025000001649,NULL,NULL,NULL,1111010020047,60000,5704 2385 1258 1223,2882 9438 8752 1005,yes,2881,141259,450900,"H.No:35/F,Porteguse church,Dadar(W)",27-08-2008,,
SUBA LAKSHMI,27,married,6047,IGATE,Hyderbad,Windows 7.5,1009,7894563229,Hyderbad,2,MTECH,QSR985424,HYBRD7131T,yes,no,208,2456,10025000001650,NULL,NULL,NULL,1111010020048,80000,5705 2385 1258 1223,2883 9438 8752 1005,yes,64956,286214,480906,"H.No:44/L,standard mill compound,Wadala(W)",23-10-2010,,
SUBASH ,27,married,6048,IGATE,Hyderbad,Windows 8.0 Mobile,1009,7894563231,Hyderbad,3,MTECH,APL784522,HYBRD7132P,yes,yes,206,785,10025000001651,NULL,NULL,NULL,1111010020049,100000,5706 2385 1258 1223,2884 9438 8752 1005,yes,86175,47662,318399,"H.No:17/A,dargah road,mahalakshmi",18-01-2013,,
TANISHKA,26,married,6049,IGATE,Hyderbad, Windows 8.1 PC,1009,7894563233,Hyderbad,4,MTECH,PLI9632595,HYBRD7133O,yes,no,208,485,10025000001652,NULL,NULL,NULL,NULL,120000,4716 2395 1258 1322,2885 9438 8752 1005,yes,135254,253127,488979,"H.No:27/S,durdarshan road,Worli",09-09-2010,,
THILAK RAM,28,married,6050,IGATE,Hyderbad,Blackberry 10,1009,7894563235,Hyderbad,5,MTECH,EFU589641,HYBRD7134I,yes,no,208,6587,10025000001653,NULL,NULL,NULL,NULL,140000,5707 2385 1258 1223,2886 9438 8752 1005,yes,149245,3921,343218,"H.No:45/B,derashar lane,ghatkopar",21-12-2012,,
UDAY CHANDRAN,29,single,6051,IGATE,Hyderbad,Chrome OS App,1009,7894563237,Hyderbad,6,MTECH,IJP8252379,HYBRD7135U,yes,yes,205,2858,10025000001654,NULL,NULL,NULL,NULL,160000,5708 2385 1258 1223,2887 9438 8752 1005,yes,64006,172058,367439,"H.No:43/S,Aarey road,Sion(W)",01-07-2011,,
UTSAV,35,single,6052,IGATE,Hyderbad,Android ,1009,7894563239,Hyderbad,7,MTECH,QSR985422,HYBRD7136Y,yes,no,208,457,10025000001655,NULL,NULL,NULL,NULL,180000,5709 2385 1258 1223,2888 9438 8752 1005,yes,196583,311715,440478,"H.No:19/P,L T road,Wadala(E)",10-08-2012,,
VANITHA,30,divorced,6053,IGATE,Hyderbad,iOS,1009,7894563241,Hyderbad,8,MTECH,AMN45133,HYBRD7137T,yes,no,208,4155,10025000001656,NULL,NULL,NULL,NULL,200000,5710 2385 1258 1223,2889 9438 8752 1005,yes,148481,285729,450324,"H.No:25/H,forjet street,Kurla(W)",17-04-2008,,
AAMIR,38,married,6054,IGATE,Hyderbad,Windows 7.5,1009,7894563243,Hyderbad,9,MTECH,QSZ126588,HYBRD7138R,yes,no,208,8855,10025000001657,NULL,NULL,NULL,NULL,220000,4717 2395 1258 1322,2890 9438 8752 1005,yes,82852,110471,422297,"H.No:51/F,Court naka,CST(W)",05-09-2010,,
ANIRUDH ,38,single,6055,IGATE,Hyderbad,Windows 8.0 Mobile,1009,7894563245,Hyderbad,10,MTECH,PLI9632595,HYBRD7139W,yes,no,208,7559,10025000001658,NULL,NULL,NULL,NULL,240000,5711 2385 1258 1223,2891 9438 8752 1005,yes,141663,317960,330975,"H.No:51/O,fountain road,Sandhurst road(E)",15-04-2008,,
ANURADHA SRIRAM,25,married,6056,IGATE,Hyderbad, Windows 8.1 PC,1009,7894563247,Hyderbad,2,MTECH,APL784523,HYBRD7140E,yes,no,208,5786,10025000001659,NULL,NULL,NULL,NULL,260000,5712 2385 1258 1223,2892 9438 8752 1005,yes,60377,314763,554588,"H.No:62/D,vaishali nagar,Elphistone",23-08-2006,,
BALA MURALI,26,married,6057,IGATE,Hyderbad,Blackberry 10,1009,7894563249,Hyderbad,3,MTECH,PLI9632596,HYBRD7141T,yes,no,208,488,10025000001660,NULL,NULL,NULL,NULL,280000,5713 2385 1258 1223,2893 9438 8752 1005,yes,136487,200550,45974,"H.No:36/I,dadoji kondev road,chunbhatti",18-04-2011,,
BALARAMAN,31,single,6058,IGATE,Hyderbad,Chrome OS App,1009,7894563251,Hyderbad,4,MTECH,EFU589642,HYBRD7142R,yes,no,208,557,10025000001661,NULL,NULL,NULL,NULL,300000,5714 2385 1258 1223,2894 9438 8752 1005,yes,65447,308055,77020,"H.No:66/O,Veera Desai Road,Andheri (w)",08-08-2008,,
BENZIR,33,divorced,6059,IGATE,Hyderbad,Android ,1009,7894563253,Hyderbad,5,MTECH,IJP8252380,HYBRD7143Y,no,no,208,8954,10025000001662,NULL,NULL,1111250000651,NULL,23854,4718 2395 1258 1322,2895 9438 8752 1005,yes,58764,61945,186098,"H.No:65/T,Azad Nagar ,Andheri(w)",05-05-2012,,
BHAIRAVI,34,divorced,6060,IGATE,Hyderbad,iOS,1009,7894563255,Hyderbad,6,MTECH,QSR985423,HYBRD7144Q,yes,no,208,8524,10025000001663,NULL,1114020020123,1111250000652,NULL,20604,5715 2385 1258 1223,2896 9438 8752 1005,yes,48363,349211,107650,"H.No:24/S,Worlikar marg,Worli",09-04-2006,,
CHELLA GEETHA,29,married,6061,IGATE,Hyderbad,Windows 7.5,1009,7894563257,Hyderbad,7,MTECH,AMN45134,HYBRD7145Z,yes,no,208,5656,10025000001664,NULL,1114020020124,1111250000653,NULL,20606,5716 2385 1258 1223,2897 9438 8752 1005,yes,129966,215819,370424,"H.No:27/S,Amarsons garden,Prabhadevi",21-08-2010,,
CHINDU KRISHNAN,30,married,6062,IGATE,Hyderbad,Windows 8.0 Mobile,1009,7894563259,Hyderbad,8,MTECH,QSZ126589,HYBRD7146X,yes,no,208,9287,10025000001665,NULL,1114020020125,1111250000654,NULL,23751,5717 2385 1258 1223,2898 9438 8752 1005,yes,26439,198246,305293,"H.No:180/L,shivari road,Parel(E)",13-05-2006,,
DEEBAN RAJ,38,single,6063,IGATE,Hyderbad, Windows 8.1 PC,1009,7894563261,Hyderbad,9,MTECH,PLI9632596,HYBRD7147C,no,no,208,5287,10025000001666,NULL,1114020020126,1111250000655,NULL,20612,5718 2385 1258 1223,2899 9438 8752 1005,yes,13850,200874,312243,"H.No:291/M,gymkhana marg,Currey road",25-12-2013,,
